aircraft,system,cycle,value,source
DEMO-004,pack,37,7.205,synthetic-v1
DEMO-004,pack,38,7.357,synthetic-v1
DEMO-004,pack,39,7.486,synthetic-v1
DEMO-004,pack,40,7.572,synthetic-v1
DEMO-004,pack,41,7.619,synthetic-v1
DEMO-004,pack,42,7.648,synthetic-v1
DEMO-004,pack,43,7.687,synthetic-v1
DEMO-004,pack,44,7.763,synthetic-v1
DEMO-004,pack,45,7.881,synthetic-v1
DEMO-004,pack,46,8.029,synthetic-v1
DEMO-004,pack,47,8.179,synthetic-v1
DEMO-004,pack,48,8.302,synthetic-v1
DEMO-004,pack,49,8.383,synthetic-v1
DEMO-004,pack,50,8.425,synthetic-v1
DEMO-004,pack,51,8.453,synthetic-v1
DEMO-004,pack,52,8.497,synthetic-v1
DEMO-004,pack,53,8.579,synthetic-v1
DEMO-004,pack,54,8.703,synthetic-v1
DEMO-004,pack,55,8.854,synthetic-v1
DEMO-004,pack,56,9.001,synthetic-v1
DEMO-004,pack,57,9.118,synthetic-v1
DEMO-004,pack,58,9.192,synthetic-v1
DEMO-004,pack,59,9.23,synthetic-v1
DEMO-004,pack,60,9.259,synthetic-v1
DEMO-004,actuator,1,216.422,synthetic-v1
DEMO-004,actuator,2,219.463,synthetic-v1
DEMO-004,actuator,3,221.87,synthetic-v1
DEMO-004,actuator,4,223.151,synthetic-v1
DEMO-004,actuator,5,223.36,synthetic-v1
DEMO-004,actuator,6,223.068,synthetic-v1
DEMO-004,actuator,7,223.087,synthetic-v1
DEMO-004,actuator,8,224.081,synthetic-v1
DEMO-004,actuator,9,226.241,synthetic-v1
DEMO-004,actuator,10,229.195,synthetic-v1
DEMO-004,actuator,11,232.188,synthetic-v1
DEMO-004,actuator,12,234.445,synthetic-v1
DEMO-004,actuator,13,235.547,synthetic-v1
DEMO-004,actuator,14,235.634,synthetic-v1
DEMO-004,actuator,15,235.336,synthetic-v1
DEMO-004,actuator,16,235.468,synthetic-v1
DEMO-004,actuator,17,236.64,synthetic-v1
DEMO-004,actuator,18,238.956,synthetic-v1
DEMO-004,actuator,19,241.969,synthetic-v1
DEMO-004,actuator,20,244.896,synthetic-v1
DEMO-004,actuator,21,246.993,synthetic-v1
DEMO-004,actuator,22,247.92,synthetic-v1
DEMO-004,actuator,23,247.9,synthetic-v1
DEMO-004,actuator,24,247.615,synthetic-v1
DEMO-004,actuator,25,247.874,synthetic-v1
DEMO-004,actuator,26,249.225,synthetic-v1
DEMO-004,actuator,27,251.687,synthetic-v1
DEMO-004,actuator,28,254.741,synthetic-v1
DEMO-004,actuator,29,257.584,synthetic-v1
DEMO-004,actuator,30,259.514,synthetic-v1
DEMO-004,actuator,31,260.27,synthetic-v1
DEMO-004,actuator,32,260.159,synthetic-v1
DEMO-004,actuator,33,259.906,synthetic-v1
DEMO-004,actuator,34,260.306,synthetic-v1
DEMO-004,actuator,35,261.837,synthetic-v1
DEMO-004,actuator,36,264.432,synthetic-v1
DEMO-004,actuator,37,267.508,synthetic-v1
DEMO-004,actuator,38,270.251,synthetic-v1
DEMO-004,actuator,39,272.007,synthetic-v1
DEMO-004,actuator,40,272.599,synthetic-v1
DEMO-004,actuator,41,272.414,synthetic-v1
DEMO-004,actuator,42,272.213,synthetic-v1
DEMO-004,actuator,43,272.764,synthetic-v1
DEMO-004,actuator,44,274.474,synthetic-v1
DEMO-004,actuator,45,277.189,synthetic-v1
DEMO-004,actuator,46,280.267,synthetic-v1
DEMO-004,actuator,47,282.894,synthetic-v1
DEMO-004,actuator,48,284.472,synthetic-v1
DEMO-004,actuator,49,284.911,synthetic-v1
DEMO-004,actuator,50,284.67,synthetic-v1
DEMO-004,actuator,51,284.537,synthetic-v1
DEMO-004,actuator,52,285.25,synthetic-v1
DEMO-004,actuator,53,287.135,synthetic-v1
DEMO-004,actuator,54,289.954,synthetic-v1
DEMO-004,actuator,55,293.015,synthetic-v1
DEMO-004,actuator,56,295.513,synthetic-v1
DEMO-004,actuator,57,296.911,synthetic-v1
DEMO-004,actuator,58,297.206,synthetic-v1
DEMO-004,actuator,59,296.927,synthetic-v1
DEMO-004,actuator,60,296.882,synthetic-v1
DEMO-005,apu,1,26.764,synthetic-v1
DEMO-005,apu,2,27.003,synthetic-v1
DEMO-005,apu,3,27.341,synthetic-v1
DEMO-005,apu,4,27.699,synthetic-v1
DEMO-005,apu,5,27.988,synthetic-v1
DEMO-005,apu,6,28.152,synthetic-v1
DEMO-005,apu,7,28.197,synthetic-v1
DEMO-005,apu,8,28.184,synthetic-v1
DEMO-005,apu,9,28.204,synthetic-v1
DEMO-005,apu,10,28.331,synthetic-v1
DEMO-005,apu,11,28.589,synthetic-v1
DEMO-005,apu,12,28.935,synthetic-v1
DEMO-005,apu,13,29.288,synthetic-v1
DEMO-005,apu,14,29.561,synthetic-v1
DEMO-005,apu,15,29.705,synthetic-v1
DEMO-005,apu,16,29.736,synthetic-v1
DEMO-005,apu,17,29.722,synthetic-v1
DEMO-005,apu,18,29.755,synthetic-v1
DEMO-005,apu,19,29.902,synthetic-v1
DEMO-005,apu,20,30.177,synthetic-v1
DEMO-005,apu,21,30.53,synthetic-v1
DEMO-005,apu,22,30.876,synthetic-v1
DEMO-005,apu,23,31.131,synthetic-v1
DEMO-005,apu,24,31.256,synthetic-v1
DEMO-005,apu,25,31.274,synthetic-v1
DEMO-005,apu,26,31.262,synthetic-v1
DEMO-005,apu,27,31.308,synthetic-v1
DEMO-005,apu,28,31.476,synthetic-v1
DEMO-005,apu,29,31.767,synthetic-v1
DEMO-005,apu,30,32.125,synthetic-v1
DEMO-005,apu,31,32.462,synthetic-v1
DEMO-005,apu,32,32.698,synthetic-v1
DEMO-005,apu,33,32.804,synthetic-v1
DEMO-005,apu,34,32.812,synthetic-v1
DEMO-005,apu,35,32.803,synthetic-v1
DEMO-005,apu,36,32.865,synthetic-v1
DEMO-005,apu,37,33.052,synthetic-v1
DEMO-005,apu,38,33.358,synthetic-v1
DEMO-005,apu,39,33.719,synthetic-v1
DEMO-005,apu,40,34.045,synthetic-v1
DEMO-005,apu,41,34.262,synthetic-v1
DEMO-005,apu,42,34.35,synthetic-v1
DEMO-005,apu,43,34.349,synthetic-v1
DEMO-005,apu,44,34.346,synthetic-v1
DEMO-005,apu,45,34.424,synthetic-v1
DEMO-005,apu,46,34.631,synthetic-v1
DEMO-005,apu,47,34.951,synthetic-v1
DEMO-005,apu,48,35.312,synthetic-v1
DEMO-005,apu,49,35.626,synthetic-v1
DEMO-005,apu,50,35.823,synthetic-v1
DEMO-005,apu,51,35.893,synthetic-v1
DEMO-005,apu,52,35.887,synthetic-v1
DEMO-005,apu,53,35.89,synthetic-v1
DEMO-005,apu,54,35.987,synthetic-v1
DEMO-005,apu,55,36.213,synthetic-v1
DEMO-005,apu,56,36.544,synthetic-v1
DEMO-005,apu,57,36.905,synthetic-v1
DEMO-005,apu,58,37.203,synthetic-v1
DEMO-005,apu,59,37.381,synthetic-v1
DEMO-005,apu,60,37.435,synthetic-v1
DEMO-005,brakes,1,0.254,synthetic-v1
DEMO-005,brakes,2,0.431,synthetic-v1
DEMO-005,brakes,3,0.63,synthetic-v1
DEMO-005,brakes,4,0.815,synthetic-v1
DEMO-005,brakes,5,0.956,synthetic-v1
DEMO-005,brakes,6,1.045,synthetic-v1
DEMO-005,brakes,7,1.1,synthetic-v1
DEMO-005,brakes,8,1.153,synthetic-v1
DEMO-005,brakes,9,1.239,synthetic-v1
DEMO-005,brakes,10,1.377,synthetic-v1
DEMO-005,brakes,11,1.56,synthetic-v1
DEMO-005,brakes,12,1.759,synthetic-v1
DEMO-005,brakes,13,1.939,synthetic-v1
DEMO-005,brakes,14,2.072,synthetic-v1
DEMO-005,brakes,15,2.154,synthetic-v1
DEMO-005,brakes,16,2.206,synthetic-v1
DEMO-005,brakes,17,2.262,synthetic-v1
DEMO-005,brakes,18,2.356,synthetic-v1
DEMO-005,brakes,19,2.501,synthetic-v1
DEMO-005,brakes,20,2.689,synthetic-v1
DEMO-005,brakes,21,2.887,synthetic-v1
DEMO-005,brakes,22,3.061,synthetic-v1
DEMO-005,brakes,23,3.186,synthetic-v1
DEMO-005,brakes,24,3.262,synthetic-v1
DEMO-005,brakes,25,3.312,synthetic-v1
DEMO-005,brakes,26,3.372,synthetic-v1
DEMO-005,brakes,27,3.473,synthetic-v1
DEMO-005,brakes,28,3.627,synthetic-v1
DEMO-005,brakes,29,3.818,synthetic-v1
DEMO-005,brakes,30,4.015,synthetic-v1
DEMO-005,brakes,31,4.183,synthetic-v1
DEMO-005,brakes,32,4.3,synthetic-v1
DEMO-005,brakes,33,4.37,synthetic-v1
DEMO-005,brakes,34,4.419,synthetic-v1
DEMO-005,brakes,35,4.484,synthetic-v1
DEMO-005,brakes,36,4.592,synthetic-v1
DEMO-005,brakes,37,4.753,synthetic-v1
DEMO-005,brakes,38,4.947,synthetic-v1
DEMO-005,brakes,39,5.142,synthetic-v1
DEMO-005,brakes,40,5.303,synthetic-v1
DEMO-005,brakes,41,5.412,synthetic-v1
DEMO-005,brakes,42,5.477,synthetic-v1
DEMO-005,brakes,43,5.526,synthetic-v1
DEMO-005,brakes,44,5.596,synthetic-v1
DEMO-005,brakes,45,5.713,synthetic-v1
DEMO-005,brakes,46,5.88,synthetic-v1
DEMO-005,brakes,47,6.077,synthetic-v1
DEMO-005,brakes,48,6.268,synthetic-v1
DEMO-005,brakes,49,6.422,synthetic-v1
DEMO-005,brakes,50,6.523,synthetic-v1
DEMO-005,brakes,51,6.583,synthetic-v1
DEMO-005,brakes,52,6.633,synthetic-v1
DEMO-005,brakes,53,6.709,synthetic-v1
DEMO-005,brakes,54,6.834,synthetic-v1
DEMO-005,brakes,55,7.007,synthetic-v1
DEMO-005,brakes,56,7.206,synthetic-v1
DEMO-005,brakes,57,7.393,synthetic-v1
DEMO-005,brakes,58,7.539,synthetic-v1
DEMO-005,brakes,59,7.633,synthetic-v1
DEMO-005,brakes,60,7.69,synthetic-v1
DEMO-005,hydraulic,1,2.934,synthetic-v1
DEMO-005,hydraulic,2,2.984,synthetic-v1
DEMO-005,hydraulic,3,3.033,synthetic-v1
DEMO-005,hydraulic,4,3.071,synthetic-v1
DEMO-005,hydraulic,5,3.091,synthetic-v1
DEMO-005,hydraulic,6,3.097,synthetic-v1
DEMO-005,hydraulic,7,3.098,synthetic-v1
DEMO-005,hydraulic,8,3.106,synthetic-v1
DEMO-005,hydraulic,9,3.129,synthetic-v1
DEMO-005,hydraulic,10,3.17,synthetic-v1
DEMO-005,hydraulic,11,3.22,synthetic-v1
DEMO-005,hydraulic,12,3.268,synthetic-v1
DEMO-005,hydraulic,13,3.303,synthetic-v1
DEMO-005,hydraulic,14,3.321,synthetic-v1
DEMO-005,hydraulic,15,3.326,synthetic-v1
DEMO-005,hydraulic,16,3.327,synthetic-v1
DEMO-005,hydraulic,17,3.337,synthetic-v1
DEMO-005,hydraulic,18,3.363,synthetic-v1
DEMO-005,hydraulic,19,3.405,synthetic-v1
DEMO-005,hydraulic,20,3.456,synthetic-v1
DEMO-005,hydraulic,21,3.503,synthetic-v1
DEMO-005,hydraulic,22,3.536,synthetic-v1
DEMO-005,hydraulic,23,3.551,synthetic-v1
DEMO-005,hydraulic,24,3.554,synthetic-v1
DEMO-005,hydraulic,25,3.556,synthetic-v1
DEMO-005,hydraulic,26,3.568,synthetic-v1
DEMO-005,hydraulic,27,3.597,synthetic-v1
DEMO-005,hydraulic,28,3.641,synthetic-v1
DEMO-005,hydraulic,29,3.692,synthetic-v1
DEMO-005,hydraulic,30,3.737,synthetic-v1
DEMO-005,hydraulic,31,3.767,synthetic-v1
DEMO-005,hydraulic,32,3.78,synthetic-v1
DEMO-005,hydraulic,33,3.783,synthetic-v1
DEMO-005,hydraulic,34,3.785,synthetic-v1
DEMO-005,hydraulic,35,3.799,synthetic-v1
DEMO-005,hydraulic,36,3.831,synthetic-v1
DEMO-005,hydraulic,37,3.877,synthetic-v1
DEMO-005,hydraulic,38,3.927,synthetic-v1
DEMO-005,hydraulic,39,3.971,synthetic-v1
DEMO-005,hydraulic,40,3.999,synthetic-v1
DEMO-005,hydraulic,41,4.01,synthetic-v1
DEMO-005,hydraulic,42,4.011,synthetic-v1
DEMO-005,hydraulic,43,4.015,synthetic-v1
DEMO-005,hydraulic,44,4.031,synthetic-v1
DEMO-005,hydraulic,45,4.065,synthetic-v1
DEMO-005,hydraulic,46,4.113,synthetic-v1
DEMO-005,hydraulic,47,4.163,synthetic-v1
DEMO-005,hydraulic,48,4.205,synthetic-v1
DEMO-005,hydraulic,49,4.23,synthetic-v1
DEMO-005,hydraulic,50,4.238,synthetic-v1
DEMO-005,hydraulic,51,4.239,synthetic-v1
DEMO-005,hydraulic,52,4.244,synthetic-v1
DEMO-005,hydraulic,53,4.264,synthetic-v1
DEMO-005,hydraulic,54,4.3,synthetic-v1
DEMO-005,hydraulic,55,4.349,synthetic-v1
DEMO-005,hydraulic,56,4.398,synthetic-v1
DEMO-005,hydraulic,57,4.438,synthetic-v1
DEMO-005,hydraulic,58,4.46,synthetic-v1
DEMO-005,hydraulic,59,4.467,synthetic-v1
DEMO-005,hydraulic,60,4.468,synthetic-v1
DEMO-005,pack,1,0.0,synthetic-v1
DEMO-005,pack,2,0.0,synthetic-v1
DEMO-005,pack,3,0.0,synthetic-v1
DEMO-005,pack,4,0.0,synthetic-v1
DEMO-005,pack,5,0.0,synthetic-v1
DEMO-005,pack,6,0.0,synthetic-v1
DEMO-005,pack,7,0.0,synthetic-v1
DEMO-005,pack,8,0.0,synthetic-v1
DEMO-005,pack,9,0.0,synthetic-v1
DEMO-005,pack,10,0.0,synthetic-v1
DEMO-005,pack,11,0.0,synthetic-v1
DEMO-005,pack,12,0.0,synthetic-v1
DEMO-005,pack,13,0.0,synthetic-v1
DEMO-005,pack,14,0.0,synthetic-v1
DEMO-005,pack,15,0.0,synthetic-v1
DEMO-005,pack,16,0.0,synthetic-v1
DEMO-005,pack,17,0.0,synthetic-v1
DEMO-005,pack,18,0.0,synthetic-v1
DEMO-005,pack,19,0.0,synthetic-v1
DEMO-005,pack,20,0.0,synthetic-v1
DEMO-005,pack,21,0.0,synthetic-v1
DEMO-005,pack,22,0.0,synthetic-v1
DEMO-005,pack,23,0.0,synthetic-v1
DEMO-005,pack,24,0.0,synthetic-v1
DEMO-005,pack,25,0.0,synthetic-v1
DEMO-005,pack,26,0.0,synthetic-v1
DEMO-005,pack,27,0.148,synthetic-v1
DEMO-005,pack,28,0.32,synthetic-v1
DEMO-005,pack,29,0.473,synthetic-v1
DEMO-005,pack,30,0.586,synthetic-v1
DEMO-005,pack,31,0.657,synthetic-v1
DEMO-005,pack,32,0.705,synthetic-v1
DEMO-005,pack,33,0.761,synthetic-v1
DEMO-005,pack,34,0.85,synthetic-v1
DEMO-005,pack,35,0.982,synthetic-v1
DEMO-005,pack,36,1.148,synthetic-v1
DEMO-005,pack,37,1.319,synthetic-v1
DEMO-005,pack,38,1.466,synthetic-v1
DEMO-005,pack,39,1.572,synthetic-v1
DEMO-005,pack,40,1.638,synthetic-v1
DEMO-005,pack,41,1.686,synthetic-v1
DEMO-005,pack,42,1.745,synthetic-v1
DEMO-005,pack,43,1.841,synthetic-v1
DEMO-005,pack,44,1.979,synthetic-v1
DEMO-005,pack,45,2.147,synthetic-v1
DEMO-005,pack,46,2.316,synthetic-v1
DEMO-005,pack,47,2.458,synthetic-v1
DEMO-005,pack,48,2.558,synthetic-v1
DEMO-005,pack,49,2.619,synthetic-v1
DEMO-005,pack,50,2.667,synthetic-v1
DEMO-005,pack,51,2.73,synthetic-v1
DEMO-005,pack,52,2.832,synthetic-v1
DEMO-005,pack,53,2.977,synthetic-v1
DEMO-005,pack,54,3.147,synthetic-v1
DEMO-005,pack,55,3.314,synthetic-v1
DEMO-005,pack,56,3.45,synthetic-v1
DEMO-005,pack,57,3.543,synthetic-v1
DEMO-005,pack,58,3.6,synthetic-v1
DEMO-005,pack,59,3.648,synthetic-v1
DEMO-005,pack,60,3.716,synthetic-v1
DEMO-005,actuator,1,232.923,synthetic-v1
DEMO-005,actuator,2,235.847,synthetic-v1
DEMO-005,actuator,3,237.643,synthetic-v1
DEMO-005,actuator,4,238.371,synthetic-v1
DEMO-005,actuator,5,238.604,synthetic-v1
DEMO-005,actuator,6,239.156,synthetic-v1
DEMO-005,actuator,7,240.688,synthetic-v1
DEMO-005,actuator,8,243.385,synthetic-v1
DEMO-005,actuator,9,246.87,synthetic-v1
DEMO-005,actuator,10,250.386,synthetic-v1
DEMO-005,actuator,11,253.159,synthetic-v1
DEMO-005,actuator,12,254.777,synthetic-v1
DEMO-005,actuator,13,255.383,synthetic-v1
DEMO-005,actuator,14,255.611,synthetic-v1
DEMO-005,actuator,15,256.278,synthetic-v1
DEMO-005,actuator,16,257.987,synthetic-v1
DEMO-005,actuator,17,260.839,synthetic-v1
DEMO-005,actuator,18,264.382,synthetic-v1
DEMO-005,actuator,19,267.831,synthetic-v1
DEMO-005,actuator,20,270.444,synthetic-v1
DEMO-005,actuator,21,271.886,synthetic-v1
DEMO-005,actuator,22,272.386,synthetic-v1
DEMO-005,actuator,23,272.629,synthetic-v1
DEMO-005,actuator,24,273.424,synthetic-v1
DEMO-005,actuator,25,275.313,synthetic-v1
DEMO-005,actuator,26,278.31,synthetic-v1
DEMO-005,actuator,27,281.892,synthetic-v1
DEMO-005,actuator,28,285.256,synthetic-v1
DEMO-005,actuator,29,287.701,synthetic-v1
DEMO-005,actuator,30,288.973,synthetic-v1
DEMO-005,actuator,31,289.383,synthetic-v1
DEMO-005,actuator,32,289.66,synthetic-v1
DEMO-005,actuator,33,290.596,synthetic-v1
DEMO-005,actuator,34,292.665,synthetic-v1
DEMO-005,actuator,35,295.794,synthetic-v1
DEMO-005,actuator,36,299.397,synthetic-v1
DEMO-005,actuator,37,302.66,synthetic-v1
DEMO-005,actuator,38,304.931,synthetic-v1
DEMO-005,actuator,39,306.04,synthetic-v1
DEMO-005,actuator,40,306.377,synthetic-v1
DEMO-005,actuator,41,306.706,synthetic-v1
DEMO-005,actuator,42,307.794,synthetic-v1
DEMO-005,actuator,43,310.042,synthetic-v1
DEMO-005,actuator,44,313.29,synthetic-v1
DEMO-005,actuator,45,316.894,synthetic-v1
DEMO-005,actuator,46,320.04,synthetic-v1
DEMO-005,actuator,47,322.133,synthetic-v1
DEMO-005,actuator,48,323.089,synthetic-v1
DEMO-005,actuator,49,323.371,synthetic-v1
DEMO-005,actuator,50,323.77,synthetic-v1
DEMO-005,actuator,51,325.02,synthetic-v1
DEMO-005,actuator,52,327.443,synthetic-v1
DEMO-005,actuator,53,330.794,synthetic-v1
DEMO-005,actuator,54,334.38,synthetic-v1
DEMO-005,actuator,55,337.395,synthetic-v1
DEMO-005,actuator,56,339.308,synthetic-v1
DEMO-005,actuator,57,340.121,synthetic-v1
DEMO-005,actuator,58,340.368,synthetic-v1
DEMO-005,actuator,59,340.855,synthetic-v1
DEMO-005,actuator,60,342.274,synthetic-v1
DEMO-006,apu,1,28.479,synthetic-v1
DEMO-006,apu,2,28.876,synthetic-v1
DEMO-006,apu,3,29.292,synthetic-v1
DEMO-006,apu,4,29.638,synthetic-v1
DEMO-006,apu,5,29.86,synthetic-v1
DEMO-006,apu,6,29.962,synthetic-v1
DEMO-006,apu,7,30.008,synthetic-v1
DEMO-006,apu,8,30.087,synthetic-v1
DEMO-006,apu,9,30.274,synthetic-v1
DEMO-006,apu,10,30.591,synthetic-v1
DEMO-006,apu,11,30.997,synthetic-v1
DEMO-006,apu,12,31.408,synthetic-v1
DEMO-006,apu,13,31.738,synthetic-v1
DEMO-006,apu,14,31.939,synthetic-v1
DEMO-006,apu,15,32.028,synthetic-v1
DEMO-006,apu,16,32.073,synthetic-v1
DEMO-006,apu,17,32.165,synthetic-v1
DEMO-006,apu,18,32.371,synthetic-v1
DEMO-006,apu,19,32.706,synthetic-v1
DEMO-006,apu,20,33.118,synthetic-v1
DEMO-006,apu,21,33.522,synthetic-v1
DEMO-006,apu,22,33.834,synthetic-v1
DEMO-006,apu,23,34.016,synthetic-v1
DEMO-006,apu,24,34.093,synthetic-v1
DEMO-006,apu,25,34.139,synthetic-v1
DEMO-006,apu,26,34.245,synthetic-v1
DEMO-006,apu,27,34.472,synthetic-v1
DEMO-006,apu,28,34.822,synthetic-v1
DEMO-006,apu,29,35.239,synthetic-v1
DEMO-006,apu,30,35.634,synthetic-v1
DEMO-006,apu,31,35.927,synthetic-v1
DEMO-006,apu,32,36.091,synthetic-v1
DEMO-006,apu,33,36.157,synthetic-v1
DEMO-006,apu,34,36.206,synthetic-v1
DEMO-006,apu,35,36.328,synthetic-v1
DEMO-006,apu,36,36.575,synthetic-v1
DEMO-006,apu,37,36.94,synthetic-v1
DEMO-006,apu,38,37.36,synthetic-v1
DEMO-006,apu,39,37.743,synthetic-v1
DEMO-006,apu,40,38.018,synthetic-v1
DEMO-006,apu,41,38.163,synthetic-v1
DEMO-006,apu,42,38.221,synthetic-v1
DEMO-006,apu,43,38.276,synthetic-v1
DEMO-006,apu,44,38.414,synthetic-v1
DEMO-006,apu,45,38.681,synthetic-v1
DEMO-006,apu,46,39.059,synthetic-v1
DEMO-006,apu,47,39.48,synthetic-v1
DEMO-006,apu,48,39.85,synthetic-v1
DEMO-006,apu,49,40.105,synthetic-v1
DEMO-006,apu,50,40.233,synthetic-v1
DEMO-006,apu,51,40.284,synthetic-v1
DEMO-006,apu,52,40.347,synthetic-v1
DEMO-006,apu,53,40.503,synthetic-v1
DEMO-006,apu,54,40.789,synthetic-v1
DEMO-006,apu,55,41.18,synthetic-v1
DEMO-006,apu,56,41.598,synthetic-v1
DEMO-006,apu,57,41.955,synthetic-v1
DEMO-006,apu,58,42.189,synthetic-v1
DEMO-006,apu,59,42.301,synthetic-v1
DEMO-006,apu,60,42.348,synthetic-v1
DEMO-006,brakes,1,0.967,synthetic-v1
DEMO-006,brakes,2,1.19,synthetic-v1
DEMO-006,brakes,3,1.398,synthetic-v1
DEMO-006,brakes,4,1.561,synthetic-v1
DEMO-006,brakes,5,1.674,synthetic-v1
DEMO-006,brakes,6,1.751,synthetic-v1
DEMO-006,brakes,7,1.828,synthetic-v1
DEMO-006,brakes,8,1.938,synthetic-v1
DEMO-006,brakes,9,2.1,synthetic-v1
DEMO-006,brakes,10,2.306,synthetic-v1
DEMO-006,brakes,11,2.529,synthetic-v1
DEMO-006,brakes,12,2.732,synthetic-v1
DEMO-006,brakes,13,2.888,synthetic-v1
DEMO-006,brakes,14,2.993,synthetic-v1
DEMO-006,brakes,15,3.068,synthetic-v1
DEMO-006,brakes,16,3.148,synthetic-v1
DEMO-006,brakes,17,3.265,synthetic-v1
DEMO-006,brakes,18,3.435,synthetic-v1
DEMO-006,brakes,19,3.646,synthetic-v1
DEMO-006,brakes,20,3.868,synthetic-v1
DEMO-006,brakes,21,4.065,synthetic-v1
DEMO-006,brakes,22,4.213,synthetic-v1
DEMO-006,brakes,23,4.312,synthetic-v1
DEMO-006,brakes,24,4.385,synthetic-v1
DEMO-006,brakes,25,4.469,synthetic-v1
DEMO-006,brakes,26,4.594,synthetic-v1
DEMO-006,brakes,27,4.771,synthetic-v1
DEMO-006,brakes,28,4.986,synthetic-v1
DEMO-006,brakes,29,5.206,synthetic-v1
DEMO-006,brakes,30,5.397,synthetic-v1
DEMO-006,brakes,31,5.537,synthetic-v1
DEMO-006,brakes,32,5.63,synthetic-v1
DEMO-006,brakes,33,5.702,synthetic-v1
DEMO-006,brakes,34,5.791,synthetic-v1
DEMO-006,brakes,35,5.923,synthetic-v1
DEMO-006,brakes,36,6.108,synthetic-v1
DEMO-006,brakes,37,6.326,synthetic-v1
DEMO-006,brakes,38,6.544,synthetic-v1
DEMO-006,brakes,39,6.727,synthetic-v1
DEMO-006,brakes,40,6.859,synthetic-v1
DEMO-006,brakes,41,6.947,synthetic-v1
DEMO-006,brakes,42,7.02,synthetic-v1
DEMO-006,brakes,43,7.113,synthetic-v1
DEMO-006,brakes,44,7.254,synthetic-v1
DEMO-006,brakes,45,7.445,synthetic-v1
DEMO-006,brakes,46,7.666,synthetic-v1
DEMO-006,brakes,47,7.88,synthetic-v1
DEMO-006,brakes,48,8.057,synthetic-v1
DEMO-006,brakes,49,8.181,synthetic-v1
DEMO-006,brakes,50,8.264,synthetic-v1
DEMO-006,brakes,51,8.338,synthetic-v1
DEMO-006,brakes,52,8.437,synthetic-v1
DEMO-006,brakes,53,8.586,synthetic-v1
DEMO-006,brakes,54,8.783,synthetic-v1
DEMO-006,brakes,55,9.005,synthetic-v1
DEMO-006,brakes,56,9.216,synthetic-v1
DEMO-006,brakes,57,9.385,synthetic-v1
DEMO-006,brakes,58,9.502,synthetic-v1
DEMO-006,brakes,59,9.581,synthetic-v1
DEMO-006,brakes,60,9.657,synthetic-v1
DEMO-006,hydraulic,1,1.0,synthetic-v1
DEMO-006,hydraulic,2,1.0,synthetic-v1
DEMO-006,hydraulic,3,1.0,synthetic-v1
DEMO-006,hydraulic,4,1.0,synthetic-v1
DEMO-006,hydraulic,5,1.0,synthetic-v1
DEMO-006,hydraulic,6,1.0,synthetic-v1
DEMO-006,hydraulic,7,1.0,synthetic-v1
DEMO-006,hydraulic,8,1.0,synthetic-v1
DEMO-006,hydraulic,9,1.0,synthetic-v1
DEMO-006,hydraulic,10,1.0,synthetic-v1
DEMO-006,hydraulic,11,1.0,synthetic-v1
DEMO-006,hydraulic,12,1.0,synthetic-v1
DEMO-006,hydraulic,13,1.0,synthetic-v1
DEMO-006,hydraulic,14,1.0,synthetic-v1
DEMO-006,hydraulic,15,1.0,synthetic-v1
DEMO-006,hydraulic,16,1.0,synthetic-v1
DEMO-006,hydraulic,17,1.0,synthetic-v1
DEMO-006,hydraulic,18,1.0,synthetic-v1
DEMO-006,hydraulic,19,1.0,synthetic-v1
DEMO-006,hydraulic,20,1.0,synthetic-v1
DEMO-006,hydraulic,21,1.001,synthetic-v1
DEMO-006,hydraulic,22,1.016,synthetic-v1
DEMO-006,hydraulic,23,1.025,synthetic-v1
DEMO-006,hydraulic,24,1.039,synthetic-v1
DEMO-006,hydraulic,25,1.069,synthetic-v1
DEMO-006,hydraulic,26,1.115,synthetic-v1
DEMO-006,hydraulic,27,1.173,synthetic-v1
DEMO-006,hydraulic,28,1.229,synthetic-v1
DEMO-006,hydraulic,29,1.274,synthetic-v1
DEMO-006,hydraulic,30,1.302,synthetic-v1
DEMO-006,hydraulic,31,1.315,synthetic-v1
DEMO-006,hydraulic,32,1.324,synthetic-v1
DEMO-006,hydraulic,33,1.34,synthetic-v1
DEMO-006,hydraulic,34,1.372,synthetic-v1
DEMO-006,hydraulic,35,1.421,synthetic-v1
DEMO-006,hydraulic,36,1.479,synthetic-v1
DEMO-006,hydraulic,37,1.534,synthetic-v1
DEMO-006,hydraulic,38,1.577,synthetic-v1
DEMO-006,hydraulic,39,1.602,synthetic-v1
DEMO-006,hydraulic,40,1.614,synthetic-v1
DEMO-006,hydraulic,41,1.623,synthetic-v1
DEMO-006,hydraulic,42,1.641,synthetic-v1
DEMO-006,hydraulic,43,1.676,synthetic-v1
DEMO-006,hydraulic,44,1.726,synthetic-v1
DEMO-006,hydraulic,45,1.785,synthetic-v1
DEMO-006,hydraulic,46,1.839,synthetic-v1
DEMO-006,hydraulic,47,1.879,synthetic-v1
DEMO-006,hydraulic,48,1.902,synthetic-v1
DEMO-006,hydraulic,49,1.912,synthetic-v1
DEMO-006,hydraulic,50,1.922,synthetic-v1
DEMO-006,hydraulic,51,1.942,synthetic-v1
DEMO-006,hydraulic,52,1.98,synthetic-v1
DEMO-006,hydraulic,53,2.032,synthetic-v1
DEMO-006,hydraulic,54,2.091,synthetic-v1
